pokedex_number,name,type_1,type_2,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,abilities,hidden_ability,generation,is_legendary,is_mythical,is_baby,color,shape,egg_groups,habitat,growth_rate,capture_rate,base_happiness,genus,evolution_chain_id,flavor_text,sprite_url
10006,Shaymin-Sky,Grass,Flying,100,103,75,120,75,127,600,0.4,5.2,270,serene-grace,,gen-iv,False,True,False,green,quadruped,no-eggs,,medium-slow,45,100,Gratitude Pokémon,253,It lives in flower patches and avoids detection by curling up to look like a flowering plant.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png
10007,Giratina-Origin,Ghost,Dragon,150,120,100,120,100,90,680,6.9,650.0,340,levitate,,gen-iv,True,False,False,black,tentacles,no-eggs,,slow,3,0,Renegade Pokémon,248,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png
10008,Rotom-Heat,Electric,Fire,50,65,107,105,107,86,520,0.3,0.3,182,levitate,,gen-iv,False,False,False,red,ball,indeterminate,,medium,45,70,Plasma Pokémon,240,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png
10009,Rotom-Wash,Electric,Water,50,65,107,105,107,86,520,0.3,0.3,182,levitate,,gen-iv,False,False,False,red,ball,indeterminate,,medium,45,70,Plasma Pokémon,240,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png
10010,Rotom-Frost,Electric,Ice,50,65,107,105,107,86,520,0.3,0.3,182,levitate,,gen-iv,False,False,False,red,ball,indeterminate,,medium,45,70,Plasma Pokémon,240,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png
10011,Rotom-Fan,Electric,Flying,50,65,107,105,107,86,520,0.3,0.3,182,levitate,,gen-iv,False,False,False,red,ball,indeterminate,,medium,45,70,Plasma Pokémon,240,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png
10012,Rotom-Mow,Electric,Grass,50,65,107,105,107,86,520,0.3,0.3,182,levitate,,gen-iv,False,False,False,red,ball,indeterminate,,medium,45,70,Plasma Pokémon,240,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png
10013,Castform-Sunny,Fire,,70,70,70,70,70,70,420,0.3,0.8,147,forecast,,gen-iii,False,False,False,gray,ball,fairy|indeterminate,grassland,medium,45,70,Weather Pokémon,179,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10013.png
10014,Castform-Rainy,Water,,70,70,70,70,70,70,420,0.3,0.8,147,forecast,,gen-iii,False,False,False,gray,ball,fairy|indeterminate,grassland,medium,45,70,Weather Pokémon,179,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10014.png
10015,Castform-Snowy,Ice,,70,70,70,70,70,70,420,0.3,0.8,147,forecast,,gen-iii,False,False,False,gray,ball,fairy|indeterminate,grassland,medium,45,70,Weather Pokémon,179,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10015.png
10016,Basculin-Blue-Striped,Water,,70,92,65,80,55,98,460,1.0,18.0,161,rock-head|adaptability|mold-breaker,mold-breaker,gen-v,False,False,False,green,fish,water2,,medium,25,70,Hostile Pokémon,280,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png
10017,Darmanitan-Zen,Fire,Psychic,105,30,105,140,105,55,540,1.3,92.9,189,sheer-force|zen-mode,zen-mode,gen-v,False,False,False,red,quadruped,ground,,medium-slow,60,70,Blazing Pokémon,282,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png
10018,Meloetta-Pirouette,Normal,Fighting,100,128,90,77,77,128,600,0.6,6.5,270,serene-grace,,gen-v,False,True,False,white,humanoid,no-eggs,,slow,3,100,Melody Pokémon,335,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png
10019,Tornadus-Therian,Flying,,79,100,80,110,90,121,580,1.4,63.0,290,regenerator,,gen-v,True,False,False,green,arms,no-eggs,,slow,3,90,Cyclone Pokémon,328,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png
10020,Thundurus-Therian,Electric,Flying,79,105,70,145,80,101,580,3.0,61.0,290,volt-absorb,,gen-v,True,False,False,blue,arms,no-eggs,,slow,3,90,Bolt Strike Pokémon,329,Countless charred remains mar the landscape of places through which Thundurus has passed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png
10021,Landorus-Therian,Ground,Flying,89,145,90,105,80,91,600,1.3,68.0,300,intimidate,,gen-v,True,False,False,brown,arms,no-eggs,,slow,3,90,Abundance Pokémon,332,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png
10022,Kyurem-Black,Dragon,Ice,125,170,100,120,90,95,700,3.3,325.0,350,teravolt,,gen-v,True,False,False,gray,upright,no-eggs,,slow,3,0,Boundary Pokémon,333,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png
10023,Kyurem-White,Dragon,Ice,125,120,90,170,100,95,700,3.6,325.0,350,turboblaze,,gen-v,True,False,False,gray,upright,no-eggs,,slow,3,0,Boundary Pokémon,333,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png
10024,Keldeo-Resolute,Water,Fighting,91,72,90,129,90,108,580,1.4,48.5,290,justified,,gen-v,False,True,False,yellow,quadruped,no-eggs,,slow,3,35,Colt Pokémon,334,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png
10025,Meowstic-Female,Psychic,,74,48,76,83,81,104,466,0.6,8.5,163,keen-eye|infiltrator|competitive,competitive,gen-vi,False,False,False,blue,upright,ground,,medium,75,70,Constraint Pokémon,348,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png
10026,Aegislash-Blade,Steel,Ghost,60,140,50,140,50,60,500,1.7,53.0,250,stance-change,,gen-vi,False,False,False,brown,blob,mineral,,medium,45,70,Royal Sword Pokémon,349,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png
10027,Pumpkaboo-Small,Ghost,Grass,44,66,70,44,55,56,335,0.3,3.5,67,pickup|frisk|insomnia,insomnia,gen-vi,False,False,False,brown,ball,indeterminate,,medium,120,70,Pumpkin Pokémon,365,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png
10028,Pumpkaboo-Large,Ghost,Grass,54,66,70,44,55,46,335,0.5,7.5,67,pickup|frisk|insomnia,insomnia,gen-vi,False,False,False,brown,ball,indeterminate,,medium,120,70,Pumpkin Pokémon,365,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png
10029,Pumpkaboo-Super,Ghost,Grass,59,66,70,44,55,41,335,0.8,15.0,67,pickup|frisk|insomnia,insomnia,gen-vi,False,False,False,brown,ball,indeterminate,,medium,120,70,Pumpkin Pokémon,365,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png
10030,Gourgeist-Small,Ghost,Grass,55,85,122,58,75,99,494,0.7,9.5,173,pickup|frisk|insomnia,insomnia,gen-vi,False,False,False,brown,blob,indeterminate,,medium,60,70,Pumpkin Pokémon,365,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png
10031,Gourgeist-Large,Ghost,Grass,75,95,122,58,75,69,494,1.1,14.0,173,pickup|frisk|insomnia,insomnia,gen-vi,False,False,False,brown,blob,indeterminate,,medium,60,70,Pumpkin Pokémon,365,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png
10032,Gourgeist-Super,Ghost,Grass,85,100,122,58,75,54,494,1.7,39.0,173,pickup|frisk|insomnia,insomnia,gen-vi,False,False,False,brown,blob,indeterminate,,medium,60,70,Pumpkin Pokémon,365,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png
10033,Venusaur-Mega,Grass,Poison,80,100,123,122,120,80,625,2.4,155.5,281,thick-fat,,gen-i,False,False,False,green,quadruped,monster|plant,grassland,medium-slow,45,70,Seed Pokémon,1,The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png
10034,Charizard-Mega-X,Fire,Dragon,78,130,111,130,85,100,634,1.7,110.5,285,tough-claws,,gen-i,False,False,False,red,upright,monster|dragon,mountain,medium-slow,45,70,Flame Pokémon,2,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png
10035,Charizard-Mega-Y,Fire,Flying,78,104,78,159,115,100,634,1.7,100.5,285,drought,,gen-i,False,False,False,red,upright,monster|dragon,mountain,medium-slow,45,70,Flame Pokémon,2,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png
10036,Blastoise-Mega,Water,,79,103,120,135,115,78,630,1.6,101.1,284,mega-launcher,,gen-i,False,False,False,blue,upright,monster|water1,waters-edge,medium-slow,45,70,Shellfish Pokémon,3,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png
10037,Alakazam-Mega,Psychic,,55,50,65,175,105,150,600,1.2,48.0,270,trace,,gen-i,False,False,False,brown,humanoid,humanshape,urban,medium-slow,50,70,Psi Pokémon,27,"Its brain can out­ perform a super­ computer. Its intelligence quotient is said to be 5,000.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png
10038,Gengar-Mega,Ghost,Poison,60,65,80,170,95,130,600,1.4,40.5,270,shadow-tag,,gen-i,False,False,False,purple,upright,indeterminate,cave,medium-slow,45,70,Shadow Pokémon,40,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png
10039,Kangaskhan-Mega,Normal,,105,125,100,60,100,100,590,2.2,100.0,207,parental-bond,,gen-i,False,False,False,brown,upright,monster,grassland,medium,45,70,Parent Pokémon,53,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png
10040,Pinsir-Mega,Bug,Flying,65,155,120,65,90,105,600,1.7,59.0,210,aerilate,,gen-i,False,False,False,brown,humanoid,bug,forest,slow,45,70,Stag Beetle Pokémon,62,"If it fails to crush the victim in its pincers, it will swing it around and toss it hard.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png
10041,Gyarados-Mega,Water,Dark,95,155,109,70,130,81,640,6.5,305.0,224,mold-breaker,,gen-i,False,False,False,blue,squiggle,water2|dragon,waters-edge,slow,45,70,Atrocious Pokémon,64,"Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png
10042,Aerodactyl-Mega,Rock,Flying,80,135,85,70,95,150,615,2.1,79.0,215,tough-claws,,gen-i,False,False,False,purple,wings,flying,mountain,slow,45,70,Fossil Pokémon,71,A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png
10043,Mewtwo-Mega-X,Psychic,Fighting,106,190,100,154,100,130,780,2.3,127.0,351,steadfast,,gen-i,True,False,False,purple,upright,no-eggs,rare,slow,3,0,Genetic Pokémon,77,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png
10044,Mewtwo-Mega-Y,Psychic,,106,150,70,194,120,140,780,1.5,33.0,351,insomnia,,gen-i,True,False,False,purple,upright,no-eggs,rare,slow,3,0,Genetic Pokémon,77,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png
10045,Ampharos-Mega,Electric,Dragon,90,95,105,165,110,45,610,1.4,61.5,275,mold-breaker,,gen-ii,False,False,False,yellow,upright,monster|ground,grassland,medium-slow,45,70,Light Pokémon,89,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png
10046,Scizor-Mega,Bug,Steel,70,150,140,65,100,75,600,2.0,125.0,210,technician,,gen-ii,False,False,False,red,bug-wings,bug,grassland,medium,25,70,Pincer Pokémon,58,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png
10047,Heracross-Mega,Bug,Fighting,80,185,115,40,105,75,600,1.7,62.5,210,skill-link,,gen-ii,False,False,False,blue,humanoid,bug,forest,slow,45,70,Single Horn Pokémon,108,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png
10048,Houndoom-Mega,Dark,Fire,75,90,90,140,90,115,600,1.9,49.5,210,solar-power,,gen-ii,False,False,False,black,quadruped,ground,rough-terrain,slow,45,35,Dark Pokémon,118,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png
10049,Tyranitar-Mega,Rock,Dark,100,164,150,95,120,71,700,2.5,255.0,315,sand-stream,,gen-ii,False,False,False,green,upright,monster,mountain,slow,45,35,Armor Pokémon,126,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png
10050,Blaziken-Mega,Fire,Fighting,80,160,80,130,80,100,630,1.9,52.0,284,speed-boost,,gen-iii,False,False,False,red,upright,ground,grassland,medium-slow,45,70,Blaze Pokémon,131,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png
10051,Gardevoir-Mega,Psychic,Fairy,68,85,65,165,135,100,618,1.6,48.4,278,pixilate,,gen-iii,False,False,False,white,humanoid,humanshape|indeterminate,urban,slow,45,35,Embrace Pokémon,140,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png
10052,Mawile-Mega,Steel,Fairy,50,105,125,55,95,50,480,1.0,23.5,168,huge-power,,gen-iii,False,False,False,black,humanoid,ground|fairy,cave,fast,45,70,Deceiver Pokémon,150,"MAWHILE’s huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWHILE chomps it with its gaping jaws.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png
